val_PSNR,val loss2,val_SSIM,epoch,val loss,step,val loss1,train loss2,train loss,train loss1,test loss,test_SSIM,test_PSNR,test loss2,test loss1
8.506766319274902,0.14108578860759735,0.01044607162475586,0,0.3857821822166443,48,0.24469640851020813,,,,,,,,
,,,0,,48,,0.19367383420467377,0.4685640037059784,0.27489015460014343,,,,,
8.19872760772705,0.151438906788826,0.00925123505294323,1,0.20591036975383759,97,0.054471470415592194,,,,,,,,
,,,1,,97,,0.1538659781217575,0.3092139959335327,0.1553480327129364,,,,,
13.178520202636719,0.048118822276592255,0.016048913821578026,2,0.07780349254608154,146,0.029684673994779587,,,,,,,,
,,,2,,146,,0.10234841704368591,0.13817620277404785,0.035827793180942535,,,,,
,,,3,,147,,,,,0.07789047807455063,0.016141507774591446,13.174591064453125,0.048157770186662674,0.02973271906375885
