val_SSIM,val_PSNR,val_loss2,step,val_loss1,val_loss,epoch,train_loss1,train_loss2,train_loss
0.21335655450820923,8.347143173217773,0.14637348055839539,97,0.05447349324822426,0.20084698498249054,0,,,
,,,97,,,0,0.21513117849826813,0.17472568154335022,0.38985675573349
0.49617666006088257,15.716573715209961,0.027411332353949547,195,0.014111462980508804,0.0415227934718132,1,,,
,,,195,,,1,0.02825336717069149,0.0664292499423027,0.09468264132738113
0.8279107213020325,20.732635498046875,0.008451707661151886,293,0.01252257451415062,0.020974282175302505,2,,,
,,,293,,,2,0.012979741208255291,0.013317622244358063,0.026297355070710182
