val loss2,val_SSIM,val loss1,epoch,val_PSNR,step,val loss,train loss,train loss1,train loss2,test_SSIM,test loss1,test loss2,test loss,test_PSNR
0.1409325748682022,0.010422592051327229,0.24469640851020813,0,8.51147174835205,48,0.38562896847724915,,,,,,,,
,,,0,,48,,0.46864914894104004,0.27489015460014343,0.19375909864902496,,,,,
0.151506707072258,0.009129175916314125,0.0544714517891407,1,8.19686508178711,97,0.2059781700372696,,,,,,,,
,,,1,,97,,0.30959516763687134,0.1553480327129364,0.15424712002277374,,,,,
0.048426829278469086,0.016052035614848137,0.029684631153941154,2,13.15068244934082,146,0.07811145484447479,,,,,,,,
,,,2,,146,,0.1386289745569229,0.035827796906232834,0.10280118882656097,,,,,
,,,3,,147,,,,,0.016126461327075958,0.02973267436027527,0.048464830964803696,0.07819749414920807,13.146889686584473
