val_loss1,val_PSNR,val_loss,step,val_SSIM,epoch,val_loss2,train_loss2,train_loss1,train_loss,test_loss1,test_loss2,test_PSNR,test_loss,test_SSIM
0.05447349324822426,8.338089942932129,0.20115354657173157,97,0.21290206909179688,0,0.1466800719499588,,,,,,,,
,,,97,,0,,0.1743893325328827,0.21513117849826813,0.389520525932312,,,,,
0.014114676974713802,15.685914993286133,0.041424624621868134,195,0.5109937191009521,1,0.027309950441122055,,,,,,,,
,,,195,,1,,0.0670807734131813,0.028253626078367233,0.09533442556858063,,,,,
0.012518002651631832,20.909107208251953,0.020633945241570473,293,0.8290970325469971,2,0.008115943521261215,,,,,,,,
,,,293,,2,,0.013139271177351475,0.012978002429008484,0.026117276400327682,,,,,
,,,294,,3,,,,,0.012532501481473446,0.008091351948678493,20.921430587768555,0.02062385343015194,0.8299382328987122
