train_loss2,epoch,train_loss1,step,train_loss
0.2600811719894409,0,0.29236844182014465,0,0.5524495840072632
0.2797809839248657,1,0.28520667552948,1,0.5649876594543457
0.27584129571914673,2,0.2778431177139282,2,0.553684413433075
0.2874273359775543,3,0.26989996433258057,3,0.5573272705078125
0.2890457212924957,4,0.26101580262184143,4,0.5500615239143372
