val_SSIM,val_loss1,step,val_PSNR,val_loss2,val_loss,epoch,train_loss2,train_loss1,train_loss,test_loss2,test_PSNR,test_SSIM,test_loss,test_loss1
0.21258102357387543,0.05447349324822426,97,8.351484298706055,0.146223247051239,0.20069672167301178,0,,,,,,,,
,,97,,,,0,0.1747555285692215,0.21513117849826813,0.389886736869812,,,,,
0.5233330130577087,0.014112933538854122,195,15.579493522644043,0.028142450377345085,0.04225538298487663,1,,,,,,,,
,,195,,,,1,0.06618590652942657,0.028253715485334396,0.09443959593772888,,,,,
0.8226111531257629,0.012520530261099339,293,20.458290100097656,0.009002765640616417,0.02152329683303833,2,,,,,,,,
,,293,,,,2,0.014205987565219402,0.01297860499471426,0.027184592559933662,,,,,
,,294,,,,3,,,,0.008991808630526066,20.463294982910156,0.8230067491531372,0.021526960656046867,0.012535149231553078
