train_loss,epoch,train_loss1,step,train_loss2
0.5524495840072632,0,0.29236844182014465,0,0.2600811719894409
0.564986526966095,1,0.28520667552948,1,0.279779851436615
0.5536446571350098,2,0.2778431177139282,2,0.27580156922340393
0.5572915077209473,3,0.26989996433258057,3,0.2873915433883667
0.5500338077545166,4,0.26101580262184143,4,0.2890179753303528
0.5447786450386047,5,0.250862717628479,5,0.29391592741012573
0.5447010397911072,6,0.23907940089702606,6,0.3056216239929199
0.5526080131530762,7,0.2252185195684433,7,0.3273894786834717
0.5649105310440063,8,0.20892007648944855,8,0.3559904396533966
0.5578271746635437,9,0.1895567625761032,9,0.3682703971862793
0.5504691004753113,10,0.16678309440612793,10,0.38368600606918335
0.5225770473480225,11,0.14044499397277832,11,0.38213205337524414
0.49718472361564636,12,0.11106335371732712,12,0.38612136244773865
0.4732118844985962,13,0.08075234293937683,13,0.39245954155921936
0.4612092971801758,14,0.05527395009994507,14,0.4059353470802307
0.47180652618408203,15,0.048078782856464386,15,0.42372775077819824
0.4980974793434143,16,0.06903546303510666,16,0.42906200885772705
0.49866682291030884,17,0.07515151798725128,17,0.42351531982421875
0.4777733087539673,18,0.06212255731225014,18,0.41565075516700745
0.45450371503829956,19,0.045851800590753555,19,0.4086519181728363
0.43853482604026794,20,0.03518402576446533,20,0.4033508002758026
0.4264954924583435,21,0.031112084165215492,21,0.39538341760635376
0.41958484053611755,22,0.03134443983435631,22,0.38824039697647095
0.41739314794540405,23,0.033342983573675156,23,0.3840501606464386
0.41849371790885925,24,0.03538104519248009,24,0.38311266899108887
0.4185180366039276,25,0.03660895302891731,25,0.3819090723991394
0.41544851660728455,26,0.03677978366613388,26,0.37866872549057007
0.41253387928009033,27,0.03602400794625282,27,0.3765098750591278
0.41216081380844116,28,0.03468114137649536,28,0.3774796724319458
0.41316574811935425,29,0.03315785899758339,29,0.38000789284706116
0.41632577776908875,30,0.03187088295817375,30,0.3844549059867859
0.4195921719074249,31,0.031150558963418007,31,0.38844162225723267
0.42256495356559753,32,0.031130855903029442,32,0.39143410325050354
0.42822808027267456,33,0.031684089452028275,33,0.3965439796447754
0.4259986877441406,34,0.032436322420835495,34,0.393562376499176
0.4328867197036743,35,0.03296557813882828,35,0.39992114901542664
0.43132323026657104,36,0.03298170492053032,36,0.3983415365219116
0.4276740550994873,37,0.03243483603000641,37,0.3952392041683197
0.42294228076934814,38,0.03153632953763008,38,0.39140594005584717
0.41756975650787354,39,0.030597195029258728,39,0.3869725465774536
0.4120016098022461,40,0.029871763661503792,40,0.38212984800338745
0.40693917870521545,41,0.029473943635821342,41,0.37746524810791016
0.40221965312957764,42,0.029378337785601616,42,0.37284132838249207
0.4000060260295868,43,0.029471972957253456,43,0.3705340623855591
0.3960944414138794,44,0.029614806175231934,44,0.36647963523864746
0.3922865688800812,45,0.029705796390771866,45,0.3625807762145996
0.3890116512775421,46,0.029686255380511284,46,0.3593254089355469
0.3860718309879303,47,0.029550855979323387,47,0.35652098059654236
0.3835068941116333,48,0.029338005930185318,48,0.3541688919067383
0.38119396567344666,49,0.029110638424754143,49,0.35208332538604736
0.379219114780426,50,0.028932755813002586,50,0.3502863645553589
0.37737831473350525,51,0.028847355395555496,51,0.34853094816207886
0.3755250871181488,52,0.02886188216507435,52,0.3466632068157196
0.3735930025577545,53,0.028946910053491592,53,0.3446460962295532
0.37162286043167114,54,0.029049567878246307,54,0.34257328510284424
0.36932486295700073,55,0.02911677211523056,55,0.3402080833911896
0.367035835981369,56,0.029117465019226074,56,0.33791837096214294
0.3644521236419678,57,0.029052967205643654,57,0.33539915084838867
0.36164990067481995,58,0.028951382264494896,58,0.3326985239982605
0.358728289604187,59,0.02885088324546814,59,0.32987740635871887
0.35569319128990173,60,0.028781848028302193,60,0.3269113302230835
0.3527463674545288,61,0.02875615283846855,61,0.32399022579193115
0.3499910235404968,62,0.02876661717891693,62,0.3212243914604187
0.34734514355659485,63,0.028794076293706894,63,0.31855106353759766
0.34516382217407227,64,0.028817402198910713,64,0.3163464069366455
0.34305381774902344,65,0.02882193587720394,65,0.31423187255859375
0.34095296263694763,66,0.028803739696741104,66,0.3121492266654968
0.3389629125595093,67,0.028769126161932945,67,0.3101937770843506
0.3370438516139984,68,0.028730396181344986,68,0.3083134591579437
0.3353166878223419,69,0.028700493276119232,69,0.3066161870956421
0.3337254226207733,70,0.028687400743365288,70,0.3050380349159241
0.3322071433067322,71,0.028691276907920837,71,0.30351585149765015
0.3305477797985077,72,0.02870500087738037,72,0.3018427789211273
0.3287241756916046,73,0.028718318790197372,73,0.30000585317611694
0.32683703303337097,74,0.028723208233714104,74,0.2981138229370117
0.32487785816192627,75,0.028717041015625,75,0.29616081714630127
0.32277730107307434,76,0.028702745214104652,76,0.29407456517219543
0.3205966651439667,77,0.028686458244919777,77,0.29191020131111145
0.31829482316970825,78,0.028674127534031868,78,0.28962069749832153
0.31604817509651184,79,0.028668874874711037,79,0.28737929463386536
0.31380143761634827,80,0.02867020107805729,80,0.2851312458515167
0.31159862875938416,81,0.028674939647316933,81,0.28292369842529297
0.30942779779434204,82,0.02867913618683815,82,0.2807486653327942
0.30741822719573975,83,0.028679903596639633,83,0.2787383198738098
0.30536210536956787,84,0.02867652289569378,84,0.27668559551239014
0.3035024106502533,85,0.028670363128185272,85,0.2748320400714874
0.3014693856239319,86,0.028663937002420425,86,0.27280545234680176
0.29971352219581604,87,0.028659548610448837,87,0.2710539698600769
0.2978755235671997,88,0.028658270835876465,88,0.26921725273132324
0.2960401177406311,89,0.028659621253609657,89,0.2673805058002472
0.29418736696243286,90,0.028662022203207016,90,0.26552534103393555
0.29220229387283325,91,0.02866371162235737,91,0.26353856921195984
0.2903297543525696,92,0.028663620352745056,92,0.26166611909866333
0.28847524523735046,93,0.028661755844950676,93,0.25981348752975464
0.28649866580963135,94,0.0286590326577425,94,0.2578396201133728
0.28447815775871277,95,0.02865663915872574,95,0.2558215260505676
0.28259479999542236,96,0.0286554042249918,96,0.2539393901824951
0.2806054651737213,97,0.02865545265376568,97,0.2519500255584717
0.27884143590927124,98,0.028656266629695892,98,0.25018516182899475
0.27698248624801636,99,0.028657054528594017,99,0.2483254373073578
