train_loss2,step,train_loss1,train_loss,epoch
0.2600811719894409,0,0.29236844182014465,0.5524495840072632,0
0.279780775308609,1,0.28520667552948,0.5649874210357666,1
0.2758305072784424,2,0.2778431177139282,0.5536736249923706,2
0.2874288260936737,3,0.26989996433258057,0.5573288202285767,3
0.2890471816062927,4,0.26101580262184143,0.5500630140304565,4
0.2940234839916229,5,0.250862717628479,0.5448862314224243,5
0.3057641088962555,6,0.23907940089702606,0.5448434948921204,6
0.32755234837532043,7,0.2252185195684433,0.5527708530426025,7
0.35625767707824707,8,0.20892007648944855,0.5651777386665344,8
0.36834031343460083,9,0.1895567625761032,0.5578970909118652,9
0.3838418424129486,10,0.16678309440612793,0.5506249666213989,10
0.3822076916694641,11,0.14044499397277832,0.5226526856422424,11
0.3860331177711487,12,0.11106335371732712,0.4970964789390564,12
0.3925655782222748,13,0.08075234293937683,0.4733179211616516,13
0.406192421913147,14,0.05527395009994507,0.46146637201309204,14
0.42416539788246155,15,0.048078782856464386,0.47224417328834534,15
0.42970550060272217,16,0.06903546303510666,0.4987409710884094,16
0.423870325088501,17,0.07515151798725128,0.49902182817459106,17
0.41559839248657227,18,0.06212255731225014,0.4777209460735321,18
0.4084749221801758,19,0.045851800590753555,0.45432671904563904,19
0.4032665491104126,20,0.03518402576446533,0.43845057487487793,20
0.39528146386146545,21,0.031112084165215492,0.4263935387134552,21
0.388210654258728,22,0.03134443983435631,0.41955509781837463,22
0.3839147090911865,23,0.033342983573675156,0.417257696390152,23
0.38274747133255005,24,0.03538104519248009,0.41812852025032043,24
0.3815772235393524,25,0.03660895302891731,0.4181861877441406,25
0.37848615646362305,26,0.03677978366613388,0.4152659475803375,26
0.3764302134513855,27,0.03602400794625282,0.412454217672348,27
0.37746942043304443,28,0.03468114137649536,0.4121505618095398,28
0.37994012236595154,29,0.03315785899758339,0.41309797763824463,29
0.384286105632782,30,0.03187088295817375,0.41615697741508484,30
0.3882073163986206,31,0.031150558963418007,0.41935786604881287,31
0.3911150395870209,32,0.031130855903029442,0.42224588990211487,32
0.39610934257507324,33,0.031684089452028275,0.4277934432029724,33
0.393044114112854,34,0.032436322420835495,0.4254804253578186,34
0.39921632409095764,35,0.03296557813882828,0.4321818947792053,35
0.39756321907043457,36,0.03298170492053032,0.430544912815094,36
0.3943772315979004,37,0.03243483603000641,0.4268120527267456,37
0.39041954278945923,38,0.03153632953763008,0.4219558835029602,38
0.38584646582603455,39,0.030597195029258728,0.4164436459541321,39
0.38092559576034546,40,0.029871763661503792,0.4107973575592041,40
0.3761684000492096,41,0.029473943635821342,0.4056423306465149,41
0.37144988775253296,42,0.029378337785601616,0.40082821249961853,42
0.3690991997718811,43,0.029471972957253456,0.3985711634159088,43
0.3650158643722534,44,0.029614806175231934,0.39463067054748535,44
0.36105239391326904,45,0.029705796390771866,0.3907581865787506,45
0.35778161883354187,46,0.029686255380511284,0.3874678611755371,46
0.3549535870552063,47,0.029550855979323387,0.38450443744659424,47
0.35255610942840576,48,0.029338005930185318,0.3818941116333008,48
0.35052168369293213,49,0.029110638424754143,0.3796323239803314,49
0.3486383855342865,50,0.028932755813002586,0.37757113575935364,50
0.34687310457229614,51,0.028847355395555496,0.37572047114372253,51
0.3450264632701874,52,0.02886188216507435,0.3738883435726166,52
0.343031108379364,53,0.028946910053491592,0.3719780147075653,53
0.34095299243927,54,0.029049567878246307,0.3700025677680969,54
0.33857935667037964,55,0.02911677211523056,0.3676961362361908,55
0.33640438318252563,56,0.029117465019226074,0.3655218482017517,56
0.3338601589202881,57,0.029052967205643654,0.3629131317138672,57
0.33119213581085205,58,0.028951382264494896,0.3601435124874115,58
0.32835471630096436,59,0.02885088324546814,0.3572055995464325,59
0.32539916038513184,60,0.028781848028302193,0.3541810214519501,60
0.32250460982322693,61,0.02875615283846855,0.3512607514858246,61
0.31970810890197754,62,0.02876661717891693,0.34847474098205566,62
0.3171135485172272,63,0.028794076293706894,0.34590762853622437,63
0.31485605239868164,64,0.028817402198910713,0.3436734676361084,64
0.31271427869796753,65,0.02882193587720394,0.3415362238883972,65
0.31066766381263733,66,0.028803739696741104,0.33947139978408813,66
0.3086622953414917,67,0.028769126161932945,0.3374314308166504,67
0.30686843395233154,68,0.028730396181344986,0.33559882640838623,68
0.30525311827659607,69,0.028700493276119232,0.3339536190032959,69
0.3036961555480957,70,0.028687400743365288,0.33238354325294495,70
0.30212146043777466,71,0.028691276907920837,0.3308127522468567,71
0.3004761338233948,72,0.02870500087738037,0.32918113470077515,72
0.29867732524871826,73,0.028718318790197372,0.32739564776420593,73
0.2968108057975769,74,0.028723208233714104,0.32553401589393616,74
0.29489970207214355,75,0.028717041015625,0.32361674308776855,75
0.2927818298339844,76,0.028702745214104652,0.3214845657348633,76
0.2906646728515625,77,0.028686458244919777,0.3193511366844177,77
0.2883928418159485,78,0.028674127534031868,0.3170669674873352,78
0.2861593961715698,79,0.028668874874711037,0.3148282766342163,79
0.28388071060180664,80,0.02867020107805729,0.3125509023666382,80
0.28177401423454285,81,0.028674939647316933,0.31044894456863403,81
0.2795092463493347,82,0.02867913618683815,0.30818837881088257,82
0.27754008769989014,83,0.028679903596639633,0.30621999502182007,83
0.2755257785320282,84,0.02867652289569378,0.30420228838920593,84
0.273621141910553,85,0.028670363128185272,0.30229151248931885,85
0.2716786861419678,86,0.028663937002420425,0.3003426194190979,86
0.26983529329299927,87,0.028659548610448837,0.2984948456287384,87
0.2679941952228546,88,0.028658270835876465,0.2966524660587311,88
0.2661062479019165,89,0.028659621253609657,0.2947658598423004,89
0.2642121911048889,90,0.028662022203207016,0.29287421703338623,90
0.26221519708633423,91,0.02866371162235737,0.29087892174720764,91
0.2602826952934265,92,0.028663620352745056,0.28894633054733276,92
0.2583961486816406,93,0.028661755844950676,0.28705790638923645,93
0.2563404440879822,94,0.0286590326577425,0.2849994897842407,94
