val_SSIM,step,val_loss1,epoch,val_PSNR,val_loss2,val_loss,train_loss1,train_loss2,train_loss,test_loss1,test_SSIM,test_loss2,test_loss,test_PSNR
0.09528467804193497,48,0.24469640851020813,0,8.510126113891602,0.14097604155540466,0.3856724798679352,,,,,,,,
,48,,0,,,,0.27489015460014343,0.19371435046195984,0.46860450506210327,,,,,
0.199107363820076,97,0.0544714629650116,1,8.196352005004883,0.15152327716350555,0.20599472522735596,,,,,,,,
,97,,1,,,,0.1553480327129364,0.15395285189151764,0.30930089950561523,,,,,
0.40320560336112976,146,0.02968469262123108,2,13.17910099029541,0.048113107681274414,0.07779780775308609,,,,,,,,
,146,,2,,,,0.035827793180942535,0.10250384360551834,0.1383316069841385,,,,,
,147,,3,,,,,,,0.029732735827565193,0.4032036364078522,0.04816189780831337,0.07789464294910431,13.17427921295166
