val_SSIM_step,val_PSNR_step,val_loss1_step,val_loss2_step,val_loss_step,step,val_loss1_epoch,val_loss_epoch,epoch,val_loss2_epoch,val_SSIM_epoch,val_PSNR_epoch,train_loss2,train_loss1,train_loss,test_loss_step,test_SSIM_step,test_PSNR_step,test_loss2_step,test_loss1_step,test_loss_epoch,test_PSNR_epoch,test_loss2_epoch,test_SSIM_epoch,test_loss1_epoch
0.21322442591190338,8.3662691116333,0.054434001445770264,0.1457219421863556,0.20015594363212585,0,,,,,,,,,,,,,,,,,,,
0.2134501188993454,8.37765884399414,0.0543297678232193,0.1453530490398407,0.19968281686306,1,,,,,,,,,,,,,,,,,,,
0.214681938290596,8.407158851623535,0.054296597838401794,0.14436447620391846,0.19866107404232025,2,,,,,,,,,,,,,,,,,,,
0.21288545429706573,8.349061965942383,0.054522521793842316,0.14629799127578735,0.20082050561904907,3,,,,,,,,,,,,,,,,,,,
0.21339409053325653,8.376513481140137,0.05486017465591431,0.14541083574295044,0.20027101039886475,4,,,,,,,,,,,,,,,,,,,
0.21531125903129578,8.406596183776855,0.05454087257385254,0.14435800909996033,0.19889888167381287,5,,,,,,,,,,,,,,,,,,,
0.21289512515068054,8.3577241897583,0.05460941046476364,0.146029993891716,0.20063939690589905,6,,,,,,,,,,,,,,,,,,,
0.2142641693353653,8.408799171447754,0.05427420511841774,0.14431773126125336,0.1985919326543808,7,,,,,,,,,,,,,,,,,,,
0.2154073417186737,8.419025421142578,0.054549481719732285,0.14394961297512054,0.19849909842014313,8,,,,,,,,,,,,,,,,,,,
0.21527095139026642,8.42042350769043,0.05439773574471474,0.14389568567276,0.19829341769218445,9,,,,,,,,,,,,,,,,,,,
0.21276895701885223,8.356203079223633,0.05450552701950073,0.1460730880498886,0.20057861506938934,10,,,,,,,,,,,,,,,,,,,
0.21398653090000153,8.391270637512207,0.054502613842487335,0.14488859474658966,0.1993912160396576,11,,,,,,,,,,,,,,,,,,,
0.21466706693172455,8.408673286437988,0.05433259531855583,0.1442897617816925,0.19862236082553864,12,,,,,,,,,,,,,,,,,,,
,,,,,97,0.054473500698804855,0.19946971535682678,0,0.14499622583389282,0.21401597559452057,8.388106346130371,,,,,,,,,,,,,
,,,,,97,,,0,,,,0.17445513606071472,0.21513117849826813,0.38958629965782166,,,,,,,,,,
0.5287970900535583,15.7201566696167,0.014086236245930195,0.027142301201820374,0.041228536516427994,13,,,,,,,,,,,,,,,,,,,
0.5285676717758179,15.718653678894043,0.014131839387118816,0.0272359736263752,0.04136781394481659,14,,,,,,,,,,,,,,,,,,,
0.5652715563774109,15.893881797790527,0.01415235735476017,0.025785889476537704,0.039938248693943024,15,,,,,,,,,,,,,,,,,,,
0.5123531818389893,15.660881996154785,0.01415453664958477,0.027623716741800308,0.04177825152873993,16,,,,,,,,,,,,,,,,,,,
0.47768980264663696,15.613492012023926,0.014083478599786758,0.028276393190026283,0.04235987365245819,17,,,,,,,,,,,,,,,,,,,
0.5603572130203247,15.849222183227539,0.014114118181169033,0.02605898678302765,0.04017310589551926,18,,,,,,,,,,,,,,,,,,,
0.5886812806129456,15.941190719604492,0.014097978360950947,0.025462668389081955,0.03956064581871033,19,,,,,,,,,,,,,,,,,,,
0.48776352405548096,15.629594802856445,0.014153308235108852,0.027940208092331886,0.042093515396118164,20,,,,,,,,,,,,,,,,,,,
0.5723883509635925,15.895729064941406,0.014020707458257675,0.02575105056166649,0.039771758019924164,21,,,,,,,,,,,,,,,,,,,
0.501254141330719,15.694647789001465,0.014126468449831009,0.0274046678096056,0.04153113812208176,22,,,,,,,,,,,,,,,,,,,
0.5114346742630005,15.670966148376465,0.014112851582467556,0.02743333764374256,0.04154618829488754,23,,,,,,,,,,,,,,,,,,,
0.5343779921531677,15.785944938659668,0.014144973829388618,0.02650950476527214,0.04065448045730591,24,,,,,,,,,,,,,,,,,,,
0.6041858196258545,15.958176612854004,0.014027001336216927,0.025362757965922356,0.03938975930213928,25,,,,,,,,,,,,,,,,,,,
,,,,,195,0.014108141884207726,0.04087640717625618,1,0.026768267154693604,0.5363940000534058,15.771732330322266,,,,,,,,,,,,,
,,,,,195,,,1,,,,0.0658293217420578,0.02825162559747696,0.09408095479011536,,,,,,,,,,
0.8266275525093079,20.65694236755371,0.012501971796154976,0.008599944412708282,0.02110191620886326,26,,,,,,,,,,,,,,,,,,,
0.8257782459259033,20.64552879333496,0.01251302007585764,0.008622761815786362,0.021135780960321426,27,,,,,,,,,,,,,,,,,,,
0.8252785205841064,20.689809799194336,0.012523133307695389,0.008533451706171036,0.021056585013866425,28,,,,,,,,,,,,,,,,,,,
0.8257116675376892,20.62401008605957,0.012540464289486408,0.00866625551134348,0.021206719800829887,29,,,,,,,,,,,,,,,,,,,
0.8242191076278687,20.64132308959961,0.012486583553254604,0.008633334189653397,0.021119918674230576,30,,,,,,,,,,,,,,,,,,,
0.8271819949150085,20.67033576965332,0.012496213428676128,0.008570981211960316,0.021067194640636444,31,,,,,,,,,,,,,,,,,,,
0.8237964510917664,20.679475784301758,0.012507655657827854,0.008555382490158081,0.02106303721666336,32,,,,,,,,,,,,,,,,,,,
0.8232701420783997,20.61509132385254,0.01254610251635313,0.008688563480973244,0.0212346650660038,33,,,,,,,,,,,,,,,,,,,
0.8272504210472107,20.69788932800293,0.012440753169357777,0.008518978953361511,0.020959731191396713,34,,,,,,,,,,,,,,,,,,,
0.827556848526001,20.702716827392578,0.012515286915004253,0.008507508784532547,0.021022796630859375,35,,,,,,,,,,,,,,,,,,,
0.823973536491394,20.636857986450195,0.01252174936234951,0.008640329353511333,0.02116207778453827,36,,,,,,,,,,,,,,,,,,,
0.8266617655754089,20.679630279541016,0.012546345591545105,0.008553531020879745,0.02109987661242485,37,,,,,,,,,,,,,,,,,,,
0.8293184041976929,20.699825286865234,0.012462937273085117,0.008511930704116821,0.020974867045879364,38,,,,,,,,,,,,,,,,,,,
,,,,,293,0.012507862411439419,0.02109270542860031,2,0.008584842085838318,0.8258942365646362,20.66457176208496,,,,,,,,,,,,,
,,,,,293,,,2,,,,0.013642904348671436,0.012969691306352615,0.026612592861056328,,,,,,,,,,
,,,,,0,,,,,,,,,,0.021089062094688416,0.8251402974128723,20.684768676757812,0.008542133495211601,0.01254692766815424,,,,,
,,,,,1,,,,,,,,,,0.021140053868293762,0.8249692916870117,20.653507232666016,0.008607713505625725,0.012532341293990612,,,,,
,,,,,2,,,,,,,,,,0.021126754581928253,0.8273388147354126,20.666353225708008,0.008580990135669708,0.012545764446258545,,,,,
,,,,,3,,,,,,,,,,0.021077429875731468,0.8277596235275269,20.679901123046875,0.008552474901080132,0.012524954974651337,,,,,
,,,,,4,,,,,,,,,,0.021233785897493362,0.8267524242401123,20.675100326538086,0.00856379047036171,0.012669994495809078,,,,,
,,,,,5,,,,,,,,,,0.021030772477388382,0.827408492565155,20.685701370239258,0.008540745824575424,0.012490027584135532,,,,,
,,,,,6,,,,,,,,,,0.021094543859362602,0.8227583169937134,20.653614044189453,0.008609282784163952,0.01248526107519865,,,,,
,,,,,7,,,,,,,,,,0.021120116114616394,0.825536847114563,20.67949867248535,0.008556929416954517,0.012563185766339302,,,,,
,,,,,8,,,,,,,,,,0.020929336547851562,0.8263341188430786,20.71623420715332,0.008482374250888824,0.012446962296962738,,,,,
,,,,,9,,,,,,,,,,0.02105174958705902,0.8274324536323547,20.663259506225586,0.008586682379245758,0.012465068139135838,,,,,
,,,,,10,,,,,,,,,,0.021056732162833214,0.8260992169380188,20.689559936523438,0.008534569293260574,0.01252216286957264,,,,,
,,,,,11,,,,,,,,,,0.02109074778854847,0.8271097540855408,20.687210083007812,0.008537547662854195,0.012553200125694275,,,,,
,,,,,12,,,,,,,,,,0.021079596132040024,0.8284994959831238,20.63727378845215,0.008636578917503357,0.012443016283214092,,,,,
,,,,,294,,,3,,,,,,,,,,,,0.021086206659674644,20.674766540527344,0.008563985116779804,0.8263953328132629,0.012522220611572266
