val_loss,val_loss2,step,val_PSNR,epoch,val_SSIM,val_loss1,train_loss,train_loss1,train_loss2,test_loss1,test_loss,test_SSIM,test_loss2,test_PSNR
0.19992461800575256,0.1454511284828186,97,8.374411582946777,0,0.21367771923542023,0.05447349324822426,,,,,,,,
,,97,,0,,,0.3897223174571991,0.21513117849826813,0.1745913177728653,,,,,
0.04047798737883568,0.02636181004345417,195,15.838659286499023,1,0.5752999186515808,0.014116172678768635,,,,,,,,
,,195,,1,,,0.09458208084106445,0.028255239129066467,0.06632687151432037,,,,,
0.021533507853746414,0.009012486785650253,293,20.453969955444336,2,0.823421835899353,0.012521018274128437,,,,,,,,
,,293,,2,,,0.026985270902514458,0.012981081381440163,0.014004180207848549,,,,,
,,294,,3,,,,,,0.012535612098872662,0.021520541980862617,0.8241654634475708,0.008984929881989956,20.466815948486328
