val_loss2,val_loss,val_PSNR,step,val_loss1,epoch,val_SSIM,train_loss,train_loss1,train_loss2
0.1880098581314087,0.21811535954475403,7.258654594421387,130,0.03010551445186138,0,0.17708337306976318,,,
,,,130,,0,,0.34555694460868835,0.05235821381211281,0.29319870471954346
0.07334282249212265,0.1034458577632904,11.346539497375488,261,0.030103038996458054,1,0.316992849111557,,,
,,,261,,1,,0.15303745865821838,0.030109312385320663,0.1229281798005104
0.03433041274547577,0.04718681797385216,14.654062271118164,392,0.01285641361027956,2,0.5117819905281067,,,
,,,392,,2,,0.08433718234300613,0.025714632123708725,0.0586225651204586
