step,epoch,val loss,val_SSIM,val loss1,val loss2,val_PSNR,train loss2,train loss1,train loss
48,0,0.38584646582603455,0.010385029949247837,0.24469640851020813,0.14115002751350403,8.50472354888916,,,
48,0,,,,,,0.1937475949525833,0.27489015460014343,0.4686378836631775
97,1,0.20482657849788666,0.009328631684184074,0.0544714592397213,0.15035511553287506,8.229941368103027,,,
97,1,,,,,,0.15382014214992523,0.1553480327129364,0.30916815996170044
146,2,0.07759469747543335,0.016058988869190216,0.02968483790755272,0.04790985584259033,13.197426795959473,,,
146,2,,,,,,0.10218565165996552,0.03582781180739403,0.13801346719264984
