val_SSIM,epoch,val_PSNR,val_loss,step,val_loss1,val_loss2,train loss,train loss2,train loss1,test_SSIM,test_loss,test_PSNR,test_loss1,test_loss2
0.010443937964737415,0,8.504679679870605,0.3858526349067688,48,0.24469640851020813,0.14115624129772186,,,,,,,,
,0,,,48,,,0.46859002113342285,0.1936998963356018,0.27489015460014343,,,,,
0.009187347255647182,1,8.199371337890625,0.20589005947113037,97,0.0544714629650116,0.15141859650611877,,,,,,,,
,1,,,97,,,0.3092537224292755,0.15390560030937195,0.1553480327129364,,,,,
0.016230691224336624,2,13.160577774047852,0.07800266891717911,146,0.02968515269458294,0.04831751435995102,,,,,,,,
,2,,,146,,,0.1384025663137436,0.10257470607757568,0.03582783415913582,,,,,
,3,,,147,,,,,,0.016312899067997932,0.0780949592590332,13.156197547912598,0.029733197763562202,0.04836177080869675
