val_SSIM,epoch,val loss1,val_PSNR,step,val loss,val loss2,train loss1,train loss2,train loss,test loss1,test loss2,test_SSIM,test_PSNR,test loss
0.010374387726187706,0,0.24469640851020813,8.503080368041992,48,0.3859011232852936,0.14120467007160187,,,,,,,,
,0,,,48,,,0.27489015460014343,0.19375000894069672,0.46864011883735657,,,,,
0.009256814606487751,1,0.0544714629650116,8.212972640991211,97,0.2054143100976944,0.1509428471326828,,,,,,,,
,1,,,97,,,0.1553480327129364,0.15391191840171814,0.30925992131233215,,,,,
0.016128381714224815,2,0.0296850074082613,13.20680046081543,146,0.07749158889055252,0.04780658334493637,,,,,,,,
,2,,,146,,,0.03582782298326492,0.10237757861614227,0.1382053941488266,,,,,
,3,,,147,,,,,,0.029733052477240562,0.04784322530031204,0.016216913238167763,13.203059196472168,0.07757627218961716
