val loss1,val loss2,val_PSNR,val_SSIM,step,val loss,epoch,train loss1,train loss2,train loss
0.24469640851020813,0.14120297133922577,8.50322437286377,0.010375676676630974,48,0.3858993947505951,0,,,
,,,,48,,0,0.27489015460014343,0.19366581737995148,0.46855592727661133
0.0544714517891407,0.1510324329137802,8.210417747497559,0.009260215796530247,97,0.2055038958787918,1,,,
,,,,97,,1,0.1553480327129364,0.15378344058990479,0.3091314733028412
0.029684841632843018,0.048102326691150665,13.180051803588867,0.016120102256536484,146,0.07778716832399368,2,,,
,,,,146,,2,0.035827815532684326,0.10234960913658142,0.13817743957042694
